probe	1126	1
control	1174	1
probe	1079	1
control	1186	1
probe	1046	1
control	1189	1
probe	1033	1
control	1209	1
probe	1490	1
control	1151	1
probe	1065	1
control	1169	1
probe	1133	1
control	1261	1
